TR_CEDAR_FIRST_000001 | Original synthetic cedar relay protocol observations.
0002 | relay=cedar_2 | phase=committed | sequence=26 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0699 | relay=cedar_2 | phase=acknowledged | sequence=9087 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0700 | relay=cedar_3 | phase=queued | sequence=9100 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0701 | relay=cedar_4 | phase=validated | sequence=9113 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0702 | relay=cedar_5 | phase=committed | sequence=9126 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0703 | relay=cedar_6 | phase=acknowledged | sequence=9139 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0704 | relay=cedar_7 | phase=queued | sequence=9152 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0705 | relay=cedar_8 | phase=validated | sequence=9165 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0706 | relay=cedar_9 | phase=committed | sequence=9178 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0707 | relay=cedar_10 | phase=acknowledged | sequence=9191 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0708 | relay=cedar_11 | phase=queued | sequence=9204 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0709 | relay=cedar_12 | phase=validated | sequence=9217 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0710 | relay=cedar_13 | phase=committed | sequence=9230 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0711 | relay=cedar_14 | phase=acknowledged | sequence=9243 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0712 | relay=cedar_15 | phase=queued | sequence=9256 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0713 | relay=cedar_16 | phase=validated | sequence=9269 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0714 | relay=cedar_0 | phase=committed | sequence=9282 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0715 | relay=cedar_1 | phase=acknowledged | sequence=9295 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0716 | relay=cedar_2 | phase=queued | sequence=9308 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0717 | relay=cedar_3 | phase=validated | sequence=9321 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0718 | relay=cedar_4 | phase=committed | sequence=9334 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0719 | relay=cedar_5 | phase=acknowledged | sequence=9347 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0720 | relay=cedar_6 | phase=queued | sequence=9360 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0721 | relay=cedar_7 | phase=validated | sequence=9373 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0722 | relay=cedar_8 | phase=committed | sequence=9386 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0723 | relay=cedar_9 | phase=acknowledged | sequence=9399 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0724 | relay=cedar_10 | phase=queued | sequence=9412 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0725 | relay=cedar_11 | phase=validated | sequence=9425 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0726 | relay=cedar_12 | phase=committed | sequence=9438 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0727 | relay=cedar_13 | phase=acknowledged | sequence=9451 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0728 | relay=cedar_14 | phase=queued | sequence=9464 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0729 | relay=cedar_15 | phase=validated | sequence=9477 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0730 | relay=cedar_16 | phase=committed | sequence=9490 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0731 | relay=cedar_0 | phase=acknowledged | sequence=9503 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0732 | relay=cedar_1 | phase=queued | sequence=9516 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0733 | relay=cedar_2 | phase=validated | sequence=9529 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0734 | relay=cedar_3 | phase=committed | sequence=9542 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0735 | relay=cedar_4 | phase=acknowledged | sequence=9555 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0736 | relay=cedar_5 | phase=queued | sequence=9568 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0737 | relay=cedar_6 | phase=validated | sequence=9581 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0738 | relay=cedar_7 | phase=committed | sequence=9594 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0739 | relay=cedar_8 | phase=acknowledged | sequence=9607 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0740 | relay=cedar_9 | phase=queued | sequence=9620 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0741 | relay=cedar_10 | phase=validated | sequence=9633 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0742 | relay=cedar_11 | phase=committed | sequence=9646 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0743 | relay=cedar_12 | phase=acknowledged | sequence=9659 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0744 | relay=cedar_13 | phase=queued | sequence=9672 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0745 | relay=cedar_14 | phase=validated | sequence=9685 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0746 | relay=cedar_15 | phase=committed | sequence=9698 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0747 | relay=cedar_16 | phase=acknowledged | sequence=9711 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0748 | relay=cedar_0 | phase=queued | sequence=9724 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0749 | relay=cedar_1 | phase=validated | sequence=9737 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0750 | relay=cedar_2 | phase=committed | sequence=9750 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0751 | relay=cedar_3 | phase=acknowledged | sequence=9763 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0752 | relay=cedar_4 | phase=queued | sequence=9776 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0753 | relay=cedar_5 | phase=validated | sequence=9789 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0754 | relay=cedar_6 | phase=committed | sequence=9802 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0755 | relay=cedar_7 | phase=acknowledged | sequence=9815 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0756 | relay=cedar_8 | phase=queued | sequence=9828 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0757 | relay=cedar_9 | phase=validated | sequence=9841 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0758 | relay=cedar_10 | phase=committed | sequence=9854 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0759 | relay=cedar_11 | phase=acknowledged | sequence=9867 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0760 | relay=cedar_12 | phase=queued | sequence=9880 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0761 | relay=cedar_13 | phase=validated | sequence=9893 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0762 | relay=cedar_14 | phase=committed | sequence=9906 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0763 | relay=cedar_15 | phase=acknowledged | sequence=9919 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0764 | relay=cedar_16 | phase=queued | sequence=9932 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0765 | relay=cedar_0 | phase=validated | sequence=9945 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0766 | relay=cedar_1 | phase=committed | sequence=9958 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0767 | relay=cedar_2 | phase=acknowledged | sequence=9971 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0768 | relay=cedar_3 | phase=queued | sequence=9984 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0769 | relay=cedar_4 | phase=validated | sequence=9997 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0770 | relay=cedar_5 | phase=committed | sequence=10010 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0771 | relay=cedar_6 | phase=acknowledged | sequence=10023 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0772 | relay=cedar_7 | phase=queued | sequence=10036 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0773 | relay=cedar_8 | phase=validated | sequence=10049 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0774 | relay=cedar_9 | phase=committed | sequence=10062 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0775 | relay=cedar_10 | phase=acknowledged | sequence=10075 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0776 | relay=cedar_11 | phase=queued | sequence=10088 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0777 | relay=cedar_12 | phase=validated | sequence=10101 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0778 | relay=cedar_13 | phase=committed | sequence=10114 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0779 | relay=cedar_14 | phase=acknowledged | sequence=10127 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0780 | relay=cedar_15 | phase=queued | sequence=10140 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0781 | relay=cedar_16 | phase=validated | sequence=10153 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0782 | relay=cedar_0 | phase=committed | sequence=10166 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0783 | relay=cedar_1 | phase=acknowledged | sequence=10179 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0784 | relay=cedar_2 | phase=queued | sequence=10192 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0785 | relay=cedar_3 | phase=validated | sequence=10205 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0786 | relay=cedar_4 | phase=committed | sequence=10218 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0787 | relay=cedar_5 | phase=acknowledged | sequence=10231 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0788 | relay=cedar_6 | phase=queued | sequence=10244 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0789 | relay=cedar_7 | phase=validated | sequence=10257 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0790 | relay=cedar_8 | phase=committed | sequence=10270 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0791 | relay=cedar_9 | phase=acknowledged | sequence=10283 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0792 | relay=cedar_10 | phase=queued | sequence=10296 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0793 | relay=cedar_11 | phase=validated | sequence=10309 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0794 | relay=cedar_12 | phase=committed | sequence=10322 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0795 | relay=cedar_13 | phase=acknowledged | sequence=10335 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0796 | relay=cedar_14 | phase=queued | sequence=10348 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0797 | relay=cedar_15 | phase=validated | sequence=10361 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0798 | relay=cedar_16 | phase=committed | sequence=10374 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0799 | relay=cedar_0 | phase=acknowledged | sequence=10387 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0800 | relay=cedar_1 | phase=queued | sequence=10400 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0801 | relay=cedar_2 | phase=validated | sequence=10413 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0802 | relay=cedar_3 | phase=committed | sequence=10426 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0803 | relay=cedar_4 | phase=acknowledged | sequence=10439 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0804 | relay=cedar_5 | phase=queued | sequence=10452 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0805 | relay=cedar_6 | phase=validated | sequence=10465 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0806 | relay=cedar_7 | phase=committed | sequence=10478 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0807 | relay=cedar_8 | phase=acknowledged | sequence=10491 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0808 | relay=cedar_9 | phase=queued | sequence=10504 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0809 | relay=cedar_10 | phase=validated | sequence=10517 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0810 | relay=cedar_11 | phase=committed | sequence=10530 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0811 | relay=cedar_12 | phase=acknowledged | sequence=10543 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0812 | relay=cedar_13 | phase=queued | sequence=10556 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0813 | relay=cedar_14 | phase=validated | sequence=10569 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0814 | relay=cedar_15 | phase=committed | sequence=10582 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0815 | relay=cedar_16 | phase=acknowledged | sequence=10595 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0816 | relay=cedar_0 | phase=queued | sequence=10608 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0817 | relay=cedar_1 | phase=validated | sequence=10621 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0818 | relay=cedar_2 | phase=committed | sequence=10634 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0819 | relay=cedar_3 | phase=acknowledged | sequence=10647 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0820 | relay=cedar_4 | phase=queued | sequence=10660 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0821 | relay=cedar_5 | phase=validated | sequence=10673 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0822 | relay=cedar_6 | phase=committed | sequence=10686 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0823 | relay=cedar_7 | phase=acknowledged | sequence=10699 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0824 | relay=cedar_8 | phase=queued | sequence=10712 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0825 | relay=cedar_9 | phase=validated | sequence=10725 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0826 | relay=cedar_10 | phase=committed | sequence=10738 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0827 | relay=cedar_11 | phase=acknowledged | sequence=10751 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0828 | relay=cedar_12 | phase=queued | sequence=10764 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0829 | relay=cedar_13 | phase=validated | sequence=10777 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0830 | relay=cedar_14 | phase=committed | sequence=10790 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0831 | relay=cedar_15 | phase=acknowledged | sequence=10803 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0832 | relay=cedar_16 | phase=queued | sequence=10816 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0833 | relay=cedar_0 | phase=validated | sequence=10829 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0834 | relay=cedar_1 | phase=committed | sequence=10842 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0835 | relay=cedar_2 | phase=acknowledged | sequence=10855 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0836 | relay=cedar_3 | phase=queued | sequence=10868 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0837 | relay=cedar_4 | phase=validated | sequence=10881 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0838 | relay=cedar_5 | phase=committed | sequence=10894 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0839 | relay=cedar_6 | phase=acknowledged | sequence=10907 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0840 | relay=cedar_7 | phase=queued | sequence=10920 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0841 | relay=cedar_8 | phase=validated | sequence=10933 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0842 | relay=cedar_9 | phase=committed | sequence=10946 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0843 | relay=cedar_10 | phase=acknowledged | sequence=10959 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0844 | relay=cedar_11 | phase=queued | sequence=10972 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0845 | relay=cedar_12 | phase=validated | sequence=10985 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0846 | relay=cedar_13 | phase=committed | sequence=10998 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0847 | relay=cedar_14 | phase=acknowledged | sequence=11011 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0848 | relay=cedar_15 | phase=queued | sequence=11024 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0849 | relay=cedar_16 | phase=validated | sequence=11037 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0850 | relay=cedar_0 | phase=committed | sequence=11050 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0851 | relay=cedar_1 | phase=acknowledged | sequence=11063 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0852 | relay=cedar_2 | phase=queued | sequence=11076 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0853 | relay=cedar_3 | phase=validated | sequence=11089 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0854 | relay=cedar_4 | phase=committed | sequence=11102 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0855 | relay=cedar_5 | phase=acknowledged | sequence=11115 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0856 | relay=cedar_6 | phase=queued | sequence=11128 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0857 | relay=cedar_7 | phase=validated | sequence=11141 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0858 | relay=cedar_8 | phase=committed | sequence=11154 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0859 | relay=cedar_9 | phase=acknowledged | sequence=11167 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0860 | relay=cedar_10 | phase=queued | sequence=11180 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0861 | relay=cedar_11 | phase=validated | sequence=11193 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0862 | relay=cedar_12 | phase=committed | sequence=11206 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0863 | relay=cedar_13 | phase=acknowledged | sequence=11219 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0864 | relay=cedar_14 | phase=queued | sequence=11232 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0865 | relay=cedar_15 | phase=validated | sequence=11245 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0866 | relay=cedar_16 | phase=committed | sequence=11258 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0867 | relay=cedar_0 | phase=acknowledged | sequence=11271 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0868 | relay=cedar_1 | phase=queued | sequence=11284 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0869 | relay=cedar_2 | phase=validated | sequence=11297 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0870 | relay=cedar_3 | phase=committed | sequence=11310 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0871 | relay=cedar_4 | phase=acknowledged | sequence=11323 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0872 | relay=cedar_5 | phase=queued | sequence=11336 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0873 | relay=cedar_6 | phase=validated | sequence=11349 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0874 | relay=cedar_7 | phase=committed | sequence=11362 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0875 | relay=cedar_8 | phase=acknowledged | sequence=11375 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0876 | relay=cedar_9 | phase=queued | sequence=11388 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0877 | relay=cedar_10 | phase=validated | sequence=11401 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0878 | relay=cedar_11 | phase=committed | sequence=11414 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0879 | relay=cedar_12 | phase=acknowledged | sequence=11427 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0880 | relay=cedar_13 | phase=queued | sequence=11440 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0881 | relay=cedar_14 | phase=validated | sequence=11453 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0882 | relay=cedar_15 | phase=committed | sequence=11466 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0883 | relay=cedar_16 | phase=acknowledged | sequence=11479 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0884 | relay=cedar_0 | phase=queued | sequence=11492 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0885 | relay=cedar_1 | phase=validated | sequence=11505 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0886 | relay=cedar_2 | phase=committed | sequence=11518 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0887 | relay=cedar_3 | phase=acknowledged | sequence=11531 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0888 | relay=cedar_4 | phase=queued | sequence=11544 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0889 | relay=cedar_5 | phase=validated | sequence=11557 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0890 | relay=cedar_6 | phase=committed | sequence=11570 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0891 | relay=cedar_7 | phase=acknowledged | sequence=11583 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0892 | relay=cedar_8 | phase=queued | sequence=11596 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0893 | relay=cedar_9 | phase=validated | sequence=11609 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0894 | relay=cedar_10 | phase=committed | sequence=11622 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0895 | relay=cedar_11 | phase=acknowledged | sequence=11635 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0896 | relay=cedar_12 | phase=queued | sequence=11648 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
0897 | relay=cedar_13 | phase=validated | sequence=11661 | window=1 | note=Keep the prior receipt until the next checkpoint is confirmed.
0898 | relay=cedar_14 | phase=committed | sequence=11674 | window=2 | note=Keep the prior receipt until the next checkpoint is confirmed.
0899 | relay=cedar_15 | phase=acknowledged | sequence=11687 | window=3 | note=Keep the prior receipt until the next checkpoint is confirmed.
0900 | relay=cedar_16 | phase=queued | sequence=11700 | window=4 | note=Keep the prior receipt until the next checkpoint is confirmed.
0901 | relay=cedar_0 | phase=validated | sequence=11713 | window=5 | note=Keep the prior receipt until the next checkpoint is confirmed.
0902 | relay=cedar_1 | phase=committed | sequence=11726 | window=6 | note=Keep the prior receipt until the next checkpoint is confirmed.
0903 | relay=cedar_2 | phase=acknowledged | sequence=11739 | window=7 | note=Keep the prior receipt until the next checkpoint is confirmed.
0904 | relay=cedar_3 | phase=queued | sequence=11752 | window=8 | note=Keep the prior receipt until the next checkpoint is confirmed.
0905 | relay=cedar_4 | phase=validated | sequence=11765 | window=9 | note=Keep the prior receipt until the next checkpoint is confirmed.
0906 | relay=cedar_5 | phase=committed | sequence=11778 | window=10 | note=Keep the prior receipt until the next checkpoint is confirmed.
0907 | relay=cedar_6 | phase=acknowledged | sequence=11791 | window=11 | note=Keep the prior receipt until the next checkpoint is confirmed.
0908 | relay=cedar_7 | phase=queued | sequence=11804 | window=12 | note=Keep the prior receipt until the next checkpoint is confirmed.
0909 | relay=cedar_8 | phase=validated | sequence=11817 | window=13 | note=Keep the prior receipt until the next checkpoint is confirmed.
0910 | relay=cedar_9 | phase=committed | sequence=11830 | window=14 | note=Keep the prior receipt until the next checkpoint is confirmed.
0911 | relay=cedar_10 | phase=acknowledged | sequence=11843 | window=15 | note=Keep the prior receipt until the next checkpoint is confirmed.
0912 | relay=cedar_11 | phase=queued | sequence=11856 | window=16 | note=Keep the prior receipt until the next checkpoint is confirmed.
0913 | relay=cedar_12 | phase=validated | sequence=11869 | window=17 | note=Keep the prior receipt until the next checkpoint is confirmed.
0914 | relay=cedar_13 | phase=committed | sequence=11882 | window=18 | note=Keep the prior receipt until the next checkpoint is confirmed.
0915 | relay=cedar_14 | phase=acknowledged | sequence=11895 | window=19 | note=Keep the prior receipt until the next checkpoint is confirmed.
0916 | relay=cedar_15 | phase=queued | sequence=11908 | window=20 | note=Keep the prior receipt until the next checkpoint is confirmed.
0917 | relay=cedar_16 | phase=validated | sequence=11921 | window=21 | note=Keep the prior receipt until the next checkpoint is confirmed.
0918 | relay=cedar_0 | phase=committed | sequence=11934 | window=22 | note=Keep the prior receipt until the next checkpoint is confirmed.
0919 | relay=cedar_1 | phase=acknowledged | sequence=11947 | window=23 | note=Keep the prior receipt until the next checkpoint is confirmed.
TR_CEDAR_LAST_000920 | End of the original cedar observations; checkpoint complete.
